,class,firstutterance,noun,nounGerman,nounclass,predicate,predicateGerman,response,slide_number,language,age,gender,education,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id,asses
4,size,ist ,chair,Stuhl,furniture,short,kurz,0.97,7,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
5,nationality,ist nicht,TV,Fernsehen,furniture,American,americanisch,0.06,8,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
6,color,ist ,fan,Ventilator,furniture,purple,purpur,0.06,9,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
7,size,ist ,tomato,Tomate,food,big,gro&szlig;,0.96,10,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
8,size,ist ,fan,Ventilator,furniture,tiny,winzig,0.95,11,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
9,color,ist nicht,apple,Apfel,food,blue,blau,0.07,12,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
10,nationality,ist ,fan,Ventilator,furniture,German,deutsch,0.08,13,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
11,nationality,ist nicht,couch,Couch,furniture,French,franz&ouml;sisch,0.54,14,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
12,texture,ist nicht,fan,Ventilator,furniture,hard,hart,0.06,15,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
13,shape,ist ,cheese,K&auml;se,food,round,rund,0.05,16,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
14,age,ist ,carrot,Karotte,food,rotten,faul,0.09,17,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
15,size,ist ,tomato,Tomate,food,long,lang,0.1,18,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
16,color,ist ,cheese,K&auml;se,food,yellow,gelb,0.07,19,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
17,quality,ist ,apple,Apfel,food,good,gut,0.97,20,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
18,quality,ist nicht,apple,Apfel,food,bad,schlecht,0.98,21,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
19,age,ist nicht,TV,Fernsehen,furniture,old,alt,0.96,22,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
20,color,ist nicht,TV,Fernsehen,furniture,red,rot,0.06,23,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
21,texture,ist ,desk,Schreibtisch,furniture,soft,weich,0.07,24,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
22,age,ist ,carrot,Karotte,food,fresh,frisch,0.97,25,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
23,shape,ist nicht,tomato,Tomate,food,square,quadratisch,0.06,26,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
24,color,ist ,TV,Fernsehen,furniture,green,gr&uuml;n,0.05,27,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
25,size,ist nicht,apple,Apfel,food,huge,riesig,0.97,28,Deutsch,33,Female,2,Es sind mir ein paar Grammatikfehler aufgefallen,Safari,an unknown OS,1024,768,6.022633333333333,14,Yes
0,age,ist ,tomato,Tomate,food,rotten,faul,0.97,3,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
1,size,ist nicht,desk,Schreibtisch,furniture,huge,riesig,0.91,4,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
2,color,ist nicht,carrot,Karotte,food,purple,purpur,0.45,5,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
3,texture,ist ,couch,Couch,furniture,smooth,glatt,0.52,6,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
4,texture,ist ,couch,Couch,furniture,hard,hart,0.81,7,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
5,size,ist nicht,TV,Fernsehen,furniture,short,kurz,0.85,8,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
6,age,ist nicht,chair,Stuhl,furniture,new,neu,0.21,9,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
7,color,ist nicht,tomato,Tomate,food,blue,blau,0.29,10,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
8,size,ist ,desk,Schreibtisch,furniture,tiny,winzig,0.47,11,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
9,size,ist nicht,TV,Fernsehen,furniture,big,gro&szlig;,0.37,12,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
10,texture,ist ,couch,Couch,furniture,soft,weich,0.82,13,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
11,quality,ist ,desk,Schreibtisch,furniture,good,gut,0.95,14,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
12,size,ist ,carrot,Karotte,food,small,klein,0.11,15,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
13,age,ist ,fan,Ventilator,furniture,fresh,frisch,0.58,16,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
14,color,ist ,desk,Schreibtisch,furniture,brown,braun,0.03,17,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
15,color,ist nicht,carrot,Karotte,food,green,gr&uuml;n,0.18,18,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
16,size,ist nicht,TV,Fernsehen,furniture,long,lang,0.31,19,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
17,color,ist nicht,chair,Stuhl,furniture,red,rot,0.17,20,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
18,shape,ist ,couch,Couch,furniture,round,rund,0.64,21,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
19,age,ist ,tomato,Tomate,food,old,alt,0.44,22,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
20,quality,ist ,fan,Ventilator,furniture,bad,schlecht,0.34,23,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
21,shape,ist ,banana,Banane,food,square,quadratisch,0.05,24,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
22,nationality,ist nicht,banana,Banane,food,American,americanisch,0.23,25,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
23,nationality,ist nicht,desk,Schreibtisch,furniture,German,deutsch,0.89,26,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
24,color,ist nicht,fan,Ventilator,furniture,yellow,gelb,0.09,27,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
25,nationality,ist ,desk,Schreibtisch,furniture,French,franz&ouml;sisch,0.54,28,deutsch,44,Female,2,"Die Umfrage war ein bißchen deppert. Es ging um deutsche Sprache, aber die Grammatik war grauslig. Brauchen Sie Korrekturleser? Bitte melden, ich brauche Jobs.",Firefox,Windows,768,1366,8.84355,15,Yes
0,size,ist ,desk,Schreibtisch,furniture,tiny,winzig,1.0,3,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
1,shape,ist ,banana,Banane,food,square,quadratisch,0.0,4,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
2,color,ist ,tomato,Tomate,food,green,gr&uuml;n,0.46,5,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
3,age,ist nicht,couch,Couch,furniture,rotten,faul,0.0,6,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
4,nationality,ist nicht,couch,Couch,furniture,American,americanisch,1.0,7,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
5,nationality,ist nicht,cheese,K&auml;se,food,German,deutsch,0.0,8,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
6,color,ist nicht,cheese,K&auml;se,food,blue,blau,0.0,9,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
7,size,ist ,apple,Apfel,food,small,klein,0.82,10,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
8,size,ist nicht,banana,Banane,food,long,lang,0.74,11,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
9,color,ist nicht,apple,Apfel,food,purple,purpur,0.0,12,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
10,color,ist nicht,banana,Banane,food,brown,braun,0.0,13,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
11,size,ist nicht,cheese,K&auml;se,food,huge,riesig,0.64,14,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
12,color,ist nicht,desk,Schreibtisch,furniture,red,rot,0.0,15,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
13,shape,ist ,cheese,K&auml;se,food,round,rund,0.0,16,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
14,age,ist ,chair,Stuhl,furniture,new,neu,0.6,17,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
15,size,ist ,desk,Schreibtisch,furniture,short,kurz,0.73,18,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
16,nationality,ist nicht,couch,Couch,furniture,French,franz&ouml;sisch,0.22,19,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
17,texture,ist ,chair,Stuhl,furniture,hard,hart,0.0,20,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
18,quality,ist nicht,tomato,Tomate,food,good,gut,0.99,21,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
19,age,ist nicht,cheese,K&auml;se,food,fresh,frisch,0.0,22,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
20,size,ist nicht,chair,Stuhl,furniture,big,gro&szlig;,1.0,23,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
21,age,ist ,tomato,Tomate,food,old,alt,0.11,24,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
22,color,ist nicht,tomato,Tomate,food,yellow,gelb,0.0,25,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
23,quality,ist ,cheese,K&auml;se,food,bad,schlecht,0.71,26,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
24,texture,ist nicht,couch,Couch,furniture,smooth,glatt,0.0,27,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
25,texture,ist ,TV,Fernsehen,furniture,soft,weich,0.0,28,Deutsch,28,Female,3,"Es gab einige Rechtschreibefehler, zum einen kann eine Couch nicht faul sein und auch amerikanisch wird mit k geschrieben. Vielen Dank für die Möglichkeit teilzuehmen.",Chrome,Windows,864,1536,4.409083333333333,16,Yes
0,size,ist ,desk,Schreibtisch,furniture,small,klein,0.73,3,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
1,color,ist nicht,tomato,Tomate,food,red,rot,0.19,4,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
2,nationality,ist ,banana,Banane,food,German,deutsch,0.5,5,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
3,texture,ist ,TV,Fernsehen,furniture,smooth,glatt,0.7,6,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
4,age,ist nicht,carrot,Karotte,food,old,alt,1.0,7,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
5,texture,ist nicht,chair,Stuhl,furniture,hard,hart,1.0,8,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
6,nationality,ist nicht,apple,Apfel,food,French,franz&ouml;sisch,0.73,9,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
7,color,ist ,fan,Ventilator,furniture,blue,blau,0.0,10,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
8,size,ist nicht,carrot,Karotte,food,long,lang,0.76,11,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
9,color,ist nicht,banana,Banane,food,yellow,gelb,0.19,12,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
10,color,ist nicht,chair,Stuhl,furniture,green,gr&uuml;n,0.27,13,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
11,size,ist ,banana,Banane,food,tiny,winzig,0.73,14,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
12,age,ist ,fan,Ventilator,furniture,new,neu,0.14,15,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
13,age,ist ,fan,Ventilator,furniture,rotten,faul,0.0,16,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
14,size,ist ,cheese,K&auml;se,food,huge,riesig,0.24,17,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
15,quality,ist ,fan,Ventilator,furniture,good,gut,0.18,18,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
16,shape,ist nicht,banana,Banane,food,round,rund,0.23,19,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
17,color,ist ,couch,Couch,furniture,brown,braun,0.0,20,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
18,shape,ist nicht,TV,Fernsehen,furniture,square,quadratisch,0.0,21,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
19,quality,ist ,banana,Banane,food,bad,schlecht,0.0,22,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
20,size,ist ,desk,Schreibtisch,furniture,big,gro&szlig;,0.84,23,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
21,color,ist ,banana,Banane,food,purple,purpur,0.0,24,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
22,texture,ist ,chair,Stuhl,furniture,soft,weich,1.0,25,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
23,age,ist nicht,banana,Banane,food,fresh,frisch,0.82,26,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
24,nationality,ist nicht,cheese,K&auml;se,food,American,americanisch,0.16,27,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
25,size,ist ,tomato,Tomate,food,short,kurz,0.75,28,deutsch,25,Male,2,Das Deutsch der Sätze ist teilweise nicht einwandfrei.,Chrome,Windows,1440,3440,4.456733333333333,17,Yes
0,size,ist nicht,TV,Fernsehen,furniture,long,lang,0.98,3,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
1,size,ist nicht,fan,Ventilator,furniture,short,kurz,0.98,4,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
2,texture,ist ,TV,Fernsehen,furniture,smooth,glatt,0.57,5,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
3,texture,ist ,couch,Couch,furniture,soft,weich,0.66,6,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
4,age,ist nicht,apple,Apfel,food,rotten,faul,0.31,7,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
5,size,ist nicht,tomato,Tomate,food,small,klein,0.58,8,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
6,age,ist nicht,couch,Couch,furniture,fresh,frisch,0.62,9,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
7,size,ist ,carrot,Karotte,food,huge,riesig,0.7,10,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
8,quality,ist ,desk,Schreibtisch,furniture,good,gut,0.98,11,deutsch,54,Female,3,Es gab Fehler in den Sätzen.,Chrome,Windows,768,1366,6.376316666666667,18,Yes
